Data,Discurso,Fase,Hora,Orador,Publicação,Sessão,Sumário
26/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=18324&Datain=27/06/1996&txSuplemento=,,"TRANSCURSO DO TRIGESIMO ANIVERSARIO DA MORTE DO SOLDADO MARIO 
KOSEL FILHO, VITIMA DE ATENTADO TERRORISTA CONTRA O QUARTEL-GENERAL 
DO II EXERCITO, EM SÃO PAULO. APOIO AO PROJETO DE LEI CONCESSIVO DE 
INDENIZAÇÃO AOS SERVIDORES CIVIS E MILITARES, VITIMAS DE ATENTADO 
TERRORISTA DURANTE A REPRESSÃO MILITAR NO BRASIL. PEDIDO A 
PRESIDENCIA DA MESA PARA PUBLICAÇÃO NO JORNAL 'HOJE NA CAMARA' DA 
FOTOGRAFIA DO TENENTE ALBERTO MENDES JUNIOR E DO SOLDADO MARIO 
KOZEL FILHO."
26/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=18374&Datain=27/06/1996&txSuplemento=,,"EDITORIAL 'SAUDE E ECONOMIA', PUBLICADO NO 'JORNAL DO NORTE 
FLUMINENSE, EM CAMPOS DOS GOYTACAZES, ESTADO DO RIO DE JANEIRO."
18/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=17471&Datain=19/06/1996&txSuplemento=,,"PARCIALIDADE DA REVISTA 'VEJA' NA EXPLORAÇÃO DE NOTICIA 
SOBRE A PRATICA DE VIOLENCIA NO CAMPO. CONOTAÇÃO POLITICA DO 
DESINTERESSE DO PARTIDO DOS TRABALHADORES PELA REFORMA AGRARIA 
BRASILEIRA."
13/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=16936&Datain=14/06/1996&txSuplemento=,,"APRESENTAÇÃO DE PROJETO DE LEI AUTORIZATIVO DE INDENIZAÇÃO AOS 
FAMILIARES DOS MILITARES DAS FORÇAS ARMADAS, FORÇAS AUXILIARES, 
POLICIA FEDERAL, POLICIA CIVIL, BEM COMO CIVIS, MORTOS EM 
CONSEQUENCIA DA REPRESSÃO DURANTE O REGIME MILITAR NO BRASIL."
12/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=16702&Datain=13/06/1996&txSuplemento=,,"ATRASO NO PAGAMENTO DOS POLICIAIS MILITARES, BOMBEIROS MILITARES E 
PENSIONISTAS DO ANTIGO DISTRITO FEDERAL."
05/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=16240&Datain=06/06/1996&txSuplemento=,,"APRESENTAÇÃO PELO ORADOR DE PROJETO DE LEI SOBRE 
ATUALIZAÇÃO DAS PENSÕES DE BENEFICIARIOS DOS SERVIDORES CIVIS 
E MILITARES MORTOS EM CONSEQUENCIA DO MOVIMENTO DE REPRESSÃO 
NO PERIODO DE 2 DE SETEMBRO DE 1961 A 15 DE AGOSTO DE 1979."
04/06/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=16038&Datain=05/06/1996&txSuplemento=,,"MANIFESTAÇÃO DE BOAS-VINDAS AO DEPUTADO WILSON LEITE PASSOS. 
ANUNCIO DA APRESENTAÇÃO DE PROJETO DE LEI SOBRE CONCESSÃO 
DE INDENIZAÇÃO AOS BENEFICIARIOS DE MILITARES E CIVIS MORTOS EM 
CONSEQUENCIA DE ATO OU FATO RELACIONADO COM O MOVIMENTO DE 
REPRESSÃO, NO PERIODO DE 2 DE SETEMBRO DE 1961 A 15 DE AGOSTO DE 
1979."
30/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=15658&Datain=31/05/1996&txSuplemento=,,"REPUDIO AS DECLARAÇÕES DOS JORNALISTAS ARNALDO JABOR E 
PAULO FRANCIS ATENTATORIAS A DIGNIDADE DA CASA. CONVENIENCIA DE 
IMEDIATA VOTAÇÃO DA NOVA LEI DE IMPRENSA. CRITICAS AS DEMARCAÇÕES 
DE AREAS INDIGENAS COINCIDENTEMENTE A VIAGENS DO PRESIDENTE 
FERNANDO HENRIQUE CARDOSO AO EXTERIOR. ANULAÇÃO DAS DEMARCAÇÕES 
HOMOLOGADAS APOS A VIGENCIA DA CONSTITUIÇÃO DE 1988."
28/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=15348&Datain=29/05/1996&txSuplemento=,,"JUSTIFICATIVA DO POSICIONAMENTO CONTRARIO DO PPB A SUPRESSÃO DE 
EXPRESSÃO CONSTANTE DO TEXTO DO SUBSTITUTIVO A PEC 33, DE 1995 
(REFORMA DA PREVIDENCIA SOCIAL), APROVADO PELA CASA EM PRIMEIRO 
TURNO, OBJETIVANDO QUE A LEI COMPLEMENTAR QUE DISPORA SOBRE REGIME 
PREVIDENCIARIO PROPRIO PARA OS MILITARES NÃO SEJA ESPECIFICA, 
OBJETO DE DVS."
23/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=14920&Datain=24/05/1996&txSuplemento=,,REMUNERAÇÃO AOS RECRUTAS DOS TIROS DE GUERRA.
21/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=14568&Datain=22/05/1996&txSuplemento=,,"DESASTRE COM AVIÃO BANDEIRANTE DA FORÇA AEREA BRASILEIRA. OMISSÃO DO 
MINISTRO LELIO LOBO, DA AERONAUTICA, EM RELAÇÃO AOS PROBLEMAS DA 
PASTA."
16/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=14119&Datain=17/05/1996&txSuplemento=,,"PROPRIEDADE DO TRATAMENTO DADO AOS MILITARES NA PROPOSTA DE EMENDA 
CONSTITUCIONAL, 33 DE 1995 (REFORMA DA PREVIDENCIA SOCIAL), ORA EM 
VOTAÇÃO EM PRIMEIRO TURNO PELA CASA, NA FORMA DE SUBSTITUTIVO, AO 
DETERMINAR QUE LEI COMPLEMENTAR ESPECIFICA DISPORA SOBRE REGIME 
PREVIDENCIARIO PROPRIO PARA OS SERVIDORES MILITARES; CRITICA AOS 
DESTAQUES APRESENTADOS A MATERIA PELOS PARTIDOS DE OPOSIÇÃO, EM 
ESPECIAL, O PT E O PDT, OBJETIVANDO A RETIRADA DO REFERIDO 
DISPOSITIVO."
15/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=13847&Datain=16/05/1996&txSuplemento=,,"INTERFERENCIA ESTRANGEIRA NO PAIS ATRAVES DA INDUSTRIA DE 
DEMARCAÇÕES DE TERRAS INDIGENAS."
14/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=13609&Datain=15/05/1996&txSuplemento=,,"EXPECTATIVA DE ISONOMIA SALARIAL ENTRE OS SERVIDORES MILITARES E 
OS DO PODER LEGISLATIVO. CRITICAS A CONDUÇÃO DO ASSUNTO PELOS 
MINISTROS MILITARES."
09/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=13190&Datain=10/05/1996&txSuplemento=,,"DESCONTENTAMENTO COM A APROVAÇÃO, PELA CASA, DO PROJETO DE LEI 
1087-A, DE 1995, QUE DA NOVA REDAÇÃO A DISPOSITIVO DA LEI 6880, 
DE 1980, QUE DISPÕE SOBRE O ESTATUTO DOS MILITARES."
09/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=13157&Datain=10/05/1996&txSuplemento=,,"DISCUSSÃO DO PL 1087, DE 1995, QUE DA NOVA REDAÇÃO A DISPOSITIVOS 
DA LEI 6880, DE 1980 (DISPÕE SOBRE O ESTATUTO DOS MILITARES)."
07/05/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=12740&Datain=08/05/1996&txSuplemento=,,"DESCUMPRIMENTO, PELO MINISTRO DA MARINHA, DE PORTARIA DO 
MINISTERIO DA SAUDE PROIBITIVA, NO AMBITO DO SERVIÇO PUBLICO, DA 
EXIGENCIA DE TESTE PARA DETECÇÃO DO VIRUS DA IMUNODEFICIENCIA 
ADQUIRIDA, TANTO NOS EXAMES PRE-ADMISSIONAIS, QUANTO NOS EXAMES 
PERIODICOS DE SAUDE."
25/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=11370&Datain=26/04/1996&txSuplemento=,,"IRRESPONSABILIDADE DOS LIDERES DO MOVIMENTO DOS TRABALHADORES RURAIS 
SEM TERRA DIANTE DA MORTE DE TRABALHADORES EM CONFLITOS COM 
POLICIAIS MILITARES NO MUNICIPIO DE ELDORADO DOS CARAJAS, 
ESTADO DO PARA."
24/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=11165&Datain=25/04/1996&txSuplemento=,,"USO, PELOS NORTE-AMERICANOS E PELO PARTIDO DOS TRABALHADORES - PT - 
DA QUESTÃO INDIGENA E DA REFORMA AGRARIA, RESPECTIVAMENTE, PARA 
BARGANHA ECONOMICA E POLITICA NO PAIS."
23/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=10972&Datain=24/04/1996&txSuplemento=,,"POSIÇÃO DO PARTIDO DOS TRABALHADORES - PT - EM RELAÇÃO AOS 
TRABALHADORES RURAIS SEM TERRA. DEFESA DA ATUAÇÃO DA POLICIA 
MILITAR DO ESTADO DO PARA EM CONFLITO COM SEM-TERRAS OCORRIDO 
NO MUNICIPIO DE ELDORADO DOS CARAJAS. REPUDIO A ATUAÇÃO DOS 
GOVERNOS FEDERAL E ESTADUAL NO EPISODIO. DESPROPORÇÃO DA 
EXTENSÃO DO TERRITORIO NACIONAL DESTINADO A RESERVAS INDIGENAS."
11/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=9391&Datain=12/04/1996&txSuplemento=,,"ALTERAÇÃO DO SUBSTITUTIVO DO RELATOR MOREIRA FRANCO A PROPOSTA 
GOVERNAMENTAL DE REFORMA ADMINISTRATIVA."
10/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=J&txPagina=4665&Datain=11/04/1996&txSuplemento=,,"REPUDIO AO COMPORTAMENTO DO MINISTRO DA MARINHA, MAURO CESAR 
RODRIGUES, DE DEMITIR O CAPITÃO DE MAR-E-GUERRA DA RESERVA, SERGIO 
GARCIA EM FACE DE DECLARAÇÃO DO REFERIDO MILITAR SOBRE A AJUDA DO 
GOVERNO FEDERAL PARA SALVAR BANQUEIROS CORRUPTOS."
09/04/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=9072&Datain=10/04/1996&txSuplemento=,,"REPUDIO A EXONERAÇÃO, PELO MINISTRO MAURO CESAR RODRIGUES 
PEREIRA, DA MARINHA, DO CAPITÃO-DE-MAR-E-GUERRA, SERGIO GARCIA, 
POR CRITICAS AO SENHOR PRESIDENTE DA REPUBLICA."
27/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=8141&Datain=28/03/1996&txSuplemento=,,"MANUTENÇÃO DA PARIDADE SALARIAL ENTRE OS SERVIDORES PUBLICOS 
ATIVOS E INATIVOS."
26/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=8010&Datain=27/03/1996&txSuplemento=,,"DESVINCULAÇÃO DOS SERVIDORES MILITARES DO ATUAL REGIME 
PREVIDENCIARIO. CONTRARIEDADE A PROPOSTA GOVERNAMENTAL SOBRE 
ESTABELECIMENTO DE CRITERIOS DIFERENCIADOS PARA CONCESSÃO DE 
REAJUSTE SALARIAL AOS SERVIDORES PUBLICOS."
21/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=7502&Datain=22/03/1996&txSuplemento=,,"CONTRARIEDADE A APROVAÇÃO DA PROPOSTA DE REFORMA DA PREVIDENCIA 
SOCIAL. INCONFORMIDADE COM A REVOGAÇÃO DOS PARAGRAFOS QUARTO E 
QUINTO DO ARTIGO QUARENTA DO TEXTO CONSTITUCIONAL, GARANTIDOR DA 
ISONOMIA SALARIAL ENTRE SERVIDORES ATIVOS E INATIVOS DA UNIÃO. 
DISCRIMINAÇÃO, PELA 'RADIO CBN', DOS FUNCIONARIOS DO PODER 
EXECUTIVO FEDERAL."
20/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=7351&Datain=21/03/1996&txSuplemento=,,"DECLARAÇÕES DO PRESIDENTE FERNANDO HENRIQUE CARDOSO, EM CADEIA 
NACIONAL DE RADIO E TELEVISÃO, SOBRE OS SERVIDORES PUBLICOS."
19/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=7196&Datain=20/03/1996&txSuplemento=,,"INCONVENIENCIA DE REABERTURA DAS INVESTIGAÇÕES SOBRE 
ATENTADOS TERRORISTAS OCORRIDOS NO PAIS."
14/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=6766&Datain=15/03/1996&txSuplemento=,,"ARBITRARIEDADE PRATICADA PELO EXERCITO BRASILEIRO CONTA OS 
EX-COMBATENTES VINCULADOS A PRIMEIRA REGIÃO MILITAR DO ESTADO 
DO RIO DE JANEIRO. APELO AO GOVERNO FEDERAL PARA CONCESSÃO DE 
REAJUSTE SALARIAL AOS SERVIDORES PUBLICOS CIVIS E MILITARES DA 
UNIÃO."
14/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=6802&Datain=15/03/1996&txSuplemento=,,"COMENTARIO SOBRE A DEFASAGEM DO SALARIO INICIAL DAS FORÇAS ARMADAS 
E DA POLICIA RODOVIARIA FEDERAL COM RELAÇÃO AO DA POLICIA FEDERAL, 
A PROPOSITO DA VOTAÇÃO DAS EMENDAS DO SENADO AO PL 1355, DE 1995, 
QUE REORGANIZA AS CLASSES DA CARREIRA POLICIAL FEDERAL, FIXA A 
REMUNERAÇÃO DOS CARGOS QUE A INTEGRAM; DESCONTENTAMENTO PELA 
NECESSIDADE DE PRESSÕES JUNTO AO PRESIDENTE DA REPUBLICA PARA 
CONCESSÃO DE MELHORIA SALARIAL, A EXEMPLO DAS PRESSÕES EXERCIDAS 
PELO DIRETOR-GERAL DA POLICIA FEDERAL, VICENTE CHELOTTI."
13/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=6600&Datain=14/03/1996&txSuplemento=,,"PROTESTO CONTRA A NÃO-CONCESSÃO DE REAJUSTE SALARIAL AOS 
SERVIDORES CIVIS E MILITARES. DECLARAÇÃO DE VOTO CONTRARIO A 
PROPOSTA GOVERNAMENTAL DE REFORMA PREVIDENCIARIA."
12/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=6419&Datain=13/03/1996&txSuplemento=,,"POSTURA PARTERNALISTA DO PRESIDENTE FERNANDO HENRIQUE CARDOSO COM 
O SISTEMA FINANCEIRO EM DETRIMENTO DOS SERVIDORES PUBLICOS CIVIS 
MILITARES DA UNIÃO."
06/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=5881&Datain=07/03/1996&txSuplemento=,,"CONSTITUIÇÃO DE COMISSÃO PARLAMENTAR DE INQUERITO - CPI - PARA 
INVESTIGAÇÃO DO SISTEMA FINANCEIRO NACIONAL."
05/03/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=5671&Datain=06/03/1996&txSuplemento=,,"MANIFESTAÇÃO DE CONTRARIEDADE A PRETENDIDA REFORMA DA 
PREVIDENCIA PROPOSTA PELO GOVERNO FEDERAL."
29/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=5308&Datain=01/03/1996&txSuplemento=,,"DEFESA DE REFORMULAÇÃO DO INSTITUTO DE PREVIDENCIA DOS CONGRESSISTAS 
- IPC."
28/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=5135&Datain=29/02/1996&txSuplemento=,,"SOLIDARIEDADE AO PRESIDENTE DO PERU, SENHOR ALBERTO FUJIMORI, 
DIANTE DO TRATAMENTO A ELE DISPENSADO PELOS PRESIDENTES 
DO SUPREMO TRIBUNAL FEDERAL, DA CAMARA DOS DEPUTADOS, DO 
SENADO FEDERAL E PELO PARTIDO DOS TRABALHADORES."
14/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=4594&Datain=15/02/1996&txSuplemento=,,"FALTA DE JUSTIFICATIVA PARA AS AFIRMAÇÕES DO GOVERNO FEDERAL EM 
RELAÇÃO A INFLUENCIA DO CRESCIMENTO DA FOLHA SALARIAL DOS SERVIDORES 
PUBLICOS FEDERAIS NO DEFICIT PUBLICO."
13/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=4409&Datain=14/02/1996&txSuplemento=,,"PROTESTO CONTRA DETERMINAÇÃO DO ALMIRANTE-DE-ESQUADRA 
MAURO CESAR RODRIGUES PEREIRA, MINISTRO DA MARINHA, DE PRISÃO DE 
OFICIAIS PRESTADORES DE CONCURSO PUBLICO PARA O MAGISTERIO."
08/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=4101&Datain=09/02/1996&txSuplemento=,,"PROTESTO CONTRA A NÃO-CONCESSÃO DE REAJUSTE SALARIAL AOS 
SERVIDORES CIVIS E MILITARES."
07/02/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=3980&Datain=08/02/1996&txSuplemento=,,"SEQUESTRO DO REAJUSTE SALARIAL DOS SERVIDORES CIVIS E MILITARES DA 
UNIÃO. PROTESTO CONTRA PROJETO DE LEI, DE AUTORIA DO MINISTERIO DA 
MARINHA, PROIBITIVO DO GOZO DA RESERVA REMUNERADA PROPORCIONAL AOS 
MILITARES INGRESSANTES EM CONCURSO PUBLICO PARA O MAGISTERIO."
30/01/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=2830&Datain=31/01/1996&txSuplemento=,,"NÃO-CONCESSÃO, PELO GOVERNO FEDERAL, DE REAJUSTE SALARIAL AOS 
SERVIDORES PUBLICOS. DESMOTIVAÇÃO PARA A CARREIRA DAS ARMAS EM 
FACE DO TRATAMENTO DISPENSADO PELO GOVERNO FEDERAL AO 
FUNCIONALISMO."
30/01/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=2852&Datain=31/01/1996&txSuplemento=,,"ACIDENTE OCORRIDO NA PRIMEIRA BRIGADA DE INFANTARIA PARA-QUEDISTA 
DO RIO DE JANEIRO. DESMOTIVAÇÃO NA CARREIRA MILITAR EM VIRTUDE 
DOS BAIXOS SALARIOS E DA RIGIDA DISCIPLINA. DIFERENÇAS ENTRE O 
ESTATUTO DOS MILITARES E O REGIME JURIDICO CIVIL. CONTRARIEDADE 
A NÃO-CONCESSÃO, PELO GOVERNO FEDERAL, DE REAJUSTE SALARIAL AOS 
SERVIDORES PUBLICOS. PROTESTO CONTRA DOCUMENTO RESERVADO DO MINISTRO 
DA MARINHA PROIBITIVO DE PARTICIPAÇÃO DE SUBORDINADOS EM CONCURSO 
PUBLICO SEM PREVIA AUTORIZAÇÃO. REJEIÇÃO DA PROPOSTA GOVERNAMENTAL 
DE REFORMA PREVIDENCIARIA NO TOCANTE AOS SERVIDORES MILITARES. 
REPUDIO A APROVAÇÃO, PELA CAMARA DOS DEPUTADOS, DO PROJETO DE 
LEI QUE TRANSFERE PARA A JUSTIÇA COMUM A COMPETENCIA PELO 
JULGAMENTO DE CRIMES COMUNS COMETIDOS POR MILITARES. INCONFORMIDADE 
COM O DECRETO 1175, DE 1996, SOBRE PROCEDIMENTO ADMINISTRATIVO 
DE DEMARCAÇÃO DAS TERRAS INDIGENAS."
24/01/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=2437&Datain=25/01/1996&txSuplemento=,,"REAÇÃO DO CONGRESSO NACIONAL CONTRA A INTERFERENCIA INTERNACIONAL 
EM ASSUNTOS INTERNOS DO PAIS."
18/01/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=1930&Datain=19/01/1996&txSuplemento=,,"REJEIÇÃO, PELA CASA, DE PROPOSTA GOVERNAMENTAL SOBRE A CRIAÇÃO 
DE CONTRIBUIÇÃO PREVIDENCIARIA PARA OS SERVIDORES CIVIS APOSENTADOS 
DA UNIÃO. DEFESA DA DERRUBADA, PELO CONGRESSO NACIONAL, DO VETO 
PRESIDENCIAL AO CAPITULO RELATIVO A ESTERILIZAÇÃO VOLUNTARIA DE 
HOMENS E MULHERES, CONSTANTE DO PROJETO DE LEI SOBRE PLANEJAMENTO 
FAMILIAR."
10/01/1996,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=387&Datain=11/01/1996&txSuplemento=,,"INOPORTUNIDADE DA ADOÇÃO DE PREVIDENCIA UNICA PARA CIVIS E 
MILITARES. POSTURA ADOTADA PELO PRESIDENTE FERNANDO HENRIQUE 
CARDOSO SOBRE O REAJUSTE SALARIAL DOS SERVIDORES PUBLICOS CIVIS E 
MILITARES."
14/12/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=9412&Datain=15/12/1995&txSuplemento=,,"CRITICAS A ATUAÇÃO DO MINISTRO MAURO CESAR RODRIGUES PEREIRA, 
DA MARINHA, NO PROCESSO DA QUEBRA DO MONOPOLIO DA NAVEGAÇÃO DE 
CABOTAGEM. CONVENIENCIA DE DEMISSÃO DOS MINISTROS DA MARINHA 
E DA AERONAUTICA."
07/12/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=8473&Datain=08/12/1995&txSuplemento=,,"PREVIA AUTORIZAÇÃO DO CONGRESSO NACIONAL PARA APROVAÇÃO DE 
DEMARCAÇÕES DE RESERVAS INDIGENAS. DOCUMENTO INTITULADO 'OS 
PROFETAS DA FLORESTA E A GUERRA CONTRA AS ARVORES', DE LEONARDO 
BOFF, PROFESSOR DE ETICA E ECOLOGIA DA UNIVERSIDADE DO RIO DE 
JANEIRO."
29/11/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=7263&Datain=30/11/1995&txSuplemento=,,"EMPENHO DO PRESIDENTE FERNANDO HENRIQUE CARDOSO CONTRA A 
CONSTITUIÇÃO DA COMISSÃO PARLAMENTAR DE INQUERITO SOBRE O CASO 
SIVAM."
28/11/1995,-,,,"JAIR BOLSONARO, PPR-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=7119&Datain=29/11/1995&txSuplemento=,,"TRANSCURSO DO SEXAGESIMO ANIVERSARIO DA INTENTONA COMUNISTA - 27 DE 
NOVEMBRO."
22/11/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=6320&Datain=23/11/1995&txSuplemento=,,"CONSTITUIÇÃO DE COMISSÃO PARLAMENTAR DE INQUERITO SOBRE O SISTEMA 
DE VIGILANCIA DA AMAZONIA - SIVAM. REVISÃO, PELO PRESIDENTE 
FERNANDO HENRIQUE CARDOSO, DA NOMEAÇÃO DO TENENTE-BRIGADEIRO LELIO 
LOBO PARA O MINISTERIO DA AERONAUTICA."
09/11/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=5022&Datain=10/11/1995&txSuplemento=,,"REPUDIO A PROPOSTA DO GOVERNADOR MARCELLO ALENCAR SOBRE O 
CADASTRAMENTO DE PARA-QUEDISTAS MILITARES E DEMAIS POSSUIDORES DE 
CURSOS ESPECIAIS DAS FORÇAS ARMADAS, RESIDENTES NO ESTADO DO 
RIO DE JANEIRO, COMO SUSPEITOS DE ENVOLVIMENTO COM O NARCOTRAFICO. 
RIO DE JANEIRO."
08/11/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=4852&Datain=09/11/1995&txSuplemento=,,"TRATAMENTO DIFERENCIADO DISPENSADO A POLICIA RODOVIARIA 
FEDERAL EM RELAÇÃO A POLICIA CIVIL DO DISTRITO FEDERAL."
01/11/1995,-,,,"JAIR BOLSONARO, PPB-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=3939&Datain=02/11/1995&txSuplemento=,,"RECUSA DO MINISTRO INTERINO DO EXERCITO, GENERAL DELIO 
ASSIS MONTEIRO, EM RESPONDER A QUESITO DE REQUERIMENTO DE 
INFORMAÇÕES ENCAMINHADO PELO ORADOR SOBRE A EXTENSÃO, A TODOS OS 
MILITARES, DOS GANHOS CONQUISTADOS POR ALGUNS NA JUSTIÇA."
